iter	F1	Logloss
403	0.9209912913	0.2198421572
404	0.9209912913	0.2195886834
405	0.9211987072	0.219234813
406	0.921042441	0.219019059
407	0.9210941702	0.2188784112
408	0.9213026719	0.2187591648
409	0.9216131148	0.218242973
410	0.9221326632	0.2180870367
411	0.9220284365	0.2180431082
412	0.9222879758	0.2178797371
413	0.9223915466	0.2176555598
414	0.9222355713	0.2173480025
415	0.9225985197	0.216958199
416	0.9224427993	0.2168758619
417	0.9221313207	0.2166684761
418	0.9226505754	0.2164593181
419	0.9231694272	0.2161495393
420	0.9230137635	0.2160003976
421	0.9230657467	0.215825577
422	0.9232212762	0.2156100792
423	0.9233768582	0.2153851221
424	0.9234286655	0.2151591544
425	0.9238958112	0.2148167153
426	0.9237400868	0.2146850249
427	0.9242591554	0.2142478195
428	0.9242072223	0.2141193616
429	0.9241034495	0.2138989501
430	0.924466491	0.2135637573
431	0.9249338194	0.213138673
432	0.9254523655	0.2126224217
433	0.9251931279	0.2124261993
434	0.9254523655	0.2121261477
435	0.9259706281	0.2116917501
436	0.9261271476	0.2113308736
437	0.926178668	0.2111841733
438	0.9263868015	0.2109381867
439	0.9259715595	0.2107271026
440	0.9263868015	0.2104272806
441	0.9264394131	0.2100554263
442	0.9267500028	0.2098015891
443	0.9267506314	0.2096403683
444	0.9272694628	0.2094038421
445	0.9274250222	0.2092359593
446	0.9274763524	0.2090827762
447	0.9277882272	0.2087986455
448	0.927736938	0.2084033219
449	0.9280471346	0.2081987433
450	0.928100182	0.2079909492
451	0.9282044955	0.2076590998
452	0.9285155812	0.2074526302
453	0.9285145841	0.2072676769
454	0.9286189257	0.2071283983
455	0.9288244933	0.2069085609
456	0.9291353493	0.2065073236
457	0.9289799276	0.2062823551
458	0.9291364756	0.2060809638
459	0.9293429485	0.2058510753
460	0.9293963252	0.2056300608
461	0.9292930765	0.2053518886
462	0.9292930765	0.2052424247
463	0.9293464592	0.2050742462
464	0.9294509227	0.2048596783
465	0.9300729028	0.2044911224
466	0.9302270118	0.2042957417
467	0.9305901129	0.2039801921
468	0.9306423948	0.2036604017
469	0.9307978019	0.2033162695
470	0.9312655189	0.2030398453
471	0.9315746493	0.2029526081
472	0.9316286237	0.2026781131
473	0.9320440743	0.2025180825
474	0.9316302712	0.2023959559
475	0.9317856746	0.2021000126
476	0.9318380366	0.2018718152
477	0.932148819	0.2015127284
478	0.9322553658	0.2012426912
479	0.9323077698	0.2010262274
480	0.9324125955	0.2006426515
481	0.9323095601	0.200502956
482	0.9329293935	0.200176335
483	0.9329837608	0.1999725366
484	0.93318966	0.1998830766
485	0.9333974968	0.1997446026
486	0.9331936097	0.1995075072
487	0.93365782	0.1994131552
488	0.9339685479	0.1991501819
489	0.9339181809	0.1989883913
490	0.933815295	0.1987512799
491	0.9338677985	0.1985701587
492	0.9337123893	0.1983174043
493	0.9342836304	0.1977678359
494	0.9343339509	0.1976027455
495	0.9348548618	0.1973234846
496	0.9348046136	0.1971869713
497	0.9348046136	0.1969932687
498	0.9351106212	0.1968008746
499	0.9348525397	0.1965648592
500	0.9350580648	0.1963339617
501	0.9347497473	0.1961394212
502	0.9348525397	0.1959628489
503	0.9349553121	0.1957789032
504	0.9351631835	0.1955096242
505	0.9353710614	0.1953187515
506	0.9356290554	0.1951512141
507	0.935839443	0.1948911745
508	0.9361474226	0.1947646523
509	0.9364605362	0.1945645308
510	0.9368209266	0.1942504732
511	0.9367682864	0.1941293332
512	0.9369234711	0.1938746132
513	0.9373918008	0.1935410121
514	0.9371340938	0.1933278172
515	0.9374444785	0.193116561
516	0.9372921229	0.1929451972
517	0.9377050386	0.1927478071
518	0.9377050386	0.1926078964
519	0.9379158826	0.1924913367
520	0.9379686084	0.1923103761
521	0.9380213401	0.1920343945
522	0.9378661137	0.1919172686
523	0.9377606694	0.1917514892
524	0.9381238157	0.191585212
525	0.9382820485	0.1914475641
526	0.9383348047	0.1911611451
527	0.9388468994	0.190804849
528	0.9390579966	0.1906579854
529	0.9391139977	0.1905685157
530	0.9389091703	0.1903901507
531	0.939166804	0.190180223
532	0.939166804	0.1898861672
533	0.9392196162	0.1896443517
534	0.9395828435	0.1893556419
535	0.9394771867	0.1892130268
536	0.939688524	0.1889687567
537	0.9399528294	0.1886878517
538	0.9405772018	0.1883207623
539	0.9406794988	0.1880070431
540	0.9410464249	0.187765289
541	0.9412016339	0.1874583507
542	0.9413605145	0.1872530027
543	0.9413642001	0.1870823925
544	0.941208939	0.1868465625
545	0.9416254347	0.1865617306
546	0.9417314446	0.1862935973
547	0.941780684	0.1860824135
548	0.9417314446	0.1858182226
549	0.9418336925	0.1856299027
550	0.9422541011	0.1853481117
551	0.9423071521	0.1851581574
552	0.9424132719	0.1849833847
553	0.9424171806	0.1848041302
554	0.942621631	0.1845850198
555	0.9428339928	0.1843516753
556	0.9427808934	0.1841917088
557	0.9430424089	0.1840087975
558	0.9432998675	0.1837898762
559	0.943459261	0.1835228644
560	0.9437782098	0.1833103073
561	0.9437782098	0.1831323059
562	0.9439335357	0.1829266468
563	0.9438355973	0.1827089727
564	0.9438887937	0.1825067534
565	0.9440931108	0.1822748646
566	0.9441463145	0.1821264114
567	0.9443059615	0.1818869448
568	0.9444656625	0.1817605647
569	0.9444167547	0.1815136376
570	0.9446786813	0.1813590606
571	0.9447852267	0.1811980375
572	0.9451005289	0.1808946769
573	0.9447852267	0.1807851524
574	0.9450472285	0.1806340607
575	0.9451005289	0.1804537433
576	0.9452559552	0.1802496338
577	0.9452559552	0.180143032
578	0.9455225803	0.179942808
579	0.9456826275	0.1796750062
580	0.9455759233	0.1793937224
581	0.9457359886	0.1792365207
582	0.9458380942	0.1790691029
583	0.9459935483	0.1788449096
584	0.9460469227	0.1786612201
585	0.9462557578	0.1784378041
586	0.9463578065	0.1782541499
587	0.9467316882	0.1779616357
588	0.9470377277	0.1777784731
589	0.9470426143	0.1776305958
590	0.9470960633	0.1774264389
591	0.9474119172	0.1772208481
592	0.9473584434	0.1770891497
593	0.9474119172	0.176918148
594	0.9476693337	0.176597517
595	0.9477712725	0.176471133
596	0.9477712725	0.1763264953
597	0.9479266796	0.1761181771
598	0.9477127634	0.1760131182
599	0.9480285794	0.1757450437
600	0.9478731915	0.1755208603
601	0.9480336739	0.1753097301
602	0.9481890816	0.1750841474
603	0.948247735	0.1749490559
604	0.9483496382	0.1747908394
605	0.9485050532	0.1746351941
606	0.9485585908	0.1744269107
607	0.9488693963	0.1740975237
608	0.949131913	0.1738779515
609	0.9493516253	0.1736237004
610	0.9496143104	0.1734539733
611	0.9497752185	0.1732695925
612	0.9499251858	0.1730889969
613	0.949823391	0.172956495
614	0.9501879103	0.1726911784
615	0.9503969983	0.1724882805
616	0.9501934624	0.1721930163
617	0.9505580403	0.171939283
618	0.9505636711	0.1717308136
619	0.9506710859	0.1715896893
620	0.9505155944	0.1714192739
621	0.950611733	0.1711277687
622	0.9507728478	0.170965649
623	0.9509283075	0.1708216588
624	0.9512449637	0.1705372415
625	0.9515079343	0.1703001923
626	0.9515079343	0.1701943401
627	0.951459994	0.1699698074
628	0.9514120391	0.1696801144
629	0.9517768313	0.1695042372
630	0.9519323193	0.1693592644
631	0.9519861236	0.1691696788
632	0.9519920583	0.1689047455
633	0.9520937503	0.1686886049
634	0.9520937503	0.1685489445
635	0.9520997083	0.1684216243
636	0.9520997083	0.1682396694
637	0.9524167766	0.1680143375
638	0.9527756042	0.167763352
639	0.9528833436	0.1675924903
640	0.9528894689	0.1674428013
641	0.9527339267	0.1673310255
642	0.9528355845	0.1671341399
643	0.9530988956	0.1670092096
644	0.953308329	0.1668872357
645	0.9532606236	0.1666896962
646	0.9535177692	0.1664423364
647	0.9536319162	0.1661629547
648	0.9536382025	0.1660189269
649	0.9536921668	0.1658481525
650	0.9535905216	0.1657224979
651	0.9537461371	0.1654777391
652	0.9539493693	0.1653102853
653	0.9538477631	0.1651233986
654	0.9540637077	0.1649322105
655	0.9544764852	0.1645941181
656	0.954787604	0.1644147109
657	0.9550446368	0.1643145619
658	0.9553082357	0.1640845711
659	0.9552067616	0.1639446679
660	0.9553082357	0.1637854236
661	0.9553082357	0.1636232313
662	0.9556192416	0.1634553411
663	0.9556733092	0.1633405039
664	0.9556733092	0.1629922245
665	0.955571873	0.1628405329
666	0.9554163505	0.1626423947
667	0.9555785686	0.1623985236
668	0.9559369665	0.1621250052
669	0.9560856559	0.1619760183
670	0.9560856559	0.1618137172
671	0.9562951961	0.1615602626
672	0.956504743	0.1613000599
673	0.9563965357	0.1611331423
674	0.9565519567	0.1610306547
675	0.9566060639	0.1609282509
676	0.956862761	0.1607643504
677	0.956862761	0.1605975477
678	0.9571193874	0.1603844651
679	0.9574229992	0.160206685
680	0.9575782931	0.1600484493
681	0.9574842183	0.1598712989
682	0.9578960188	0.1596967968
683	0.9577478639	0.1595339556
684	0.9578490314	0.159366077
685	0.9581596473	0.1591876983
686	0.9581668819	0.1590697035
687	0.9581668819	0.1588830109
688	0.9581741194	0.1586661535
689	0.9582283222	0.1585104961
690	0.9581199228	0.1582692511
691	0.9583836826	0.1581140461
692	0.9586328084	0.1579257685
693	0.9586870192	0.1578066587
694	0.9588965329	0.1575791229
695	0.9591060534	0.1574020391
696	0.9591060534	0.1571657682
697	0.9592687988	0.1569835757
698	0.959276269	0.1568585338
699	0.9593230595	0.1566620319
700	0.9593305416	0.1564634989
701	0.9595326376	0.1562266831
702	0.9596336561	0.156119876
703	0.9595869172	0.1559772214
704	0.9595869172	0.1558652837
705	0.9597965147	0.1556432076
706	0.9599051178	0.1554055609
707	0.9600604301	0.1552185749
708	0.9600604301	0.155129046
709	0.9603166927	0.1549824472
710	0.960371017	0.1548660924
711	0.9604253476	0.1546726525
712	0.960534027	0.1544913679
713	0.9608446031	0.1542647235
714	0.9607902471	0.1540254107
715	0.9608989652	0.1538428914
716	0.9608989652	0.1537056272
717	0.9608989652	0.1534583216
718	0.9610542409	0.1533078253
719	0.9611164752	0.1529908667
720	0.9613885012	0.1527655949
721	0.9614349941	0.1525252307
722	0.9615438362	0.152305279
723	0.9616991586	0.1520230326
724	0.9619714045	0.1518946174
725	0.9620258721	0.1517817705
726	0.9621893122	0.1515646764
727	0.9623365581	0.1513965726
728	0.9622983031	0.151184844
729	0.9622983031	0.1510812372
730	0.9622983031	0.150935558
731	0.9624073186	0.1507463678
732	0.9626090549	0.1505933514
733	0.9627808457	0.150371571
734	0.9630916513	0.1502276692
735	0.9630916513	0.1499811709
736	0.9631462129	0.149741348
737	0.9634107582	0.1495129136
738	0.9635115621	0.1492601595
739	0.9637215276	0.1491163385
740	0.9637761275	0.1489546765
741	0.9639399642	0.1487072487
742	0.9639861125	0.1485654579
743	0.9640407313	0.1483914462
744	0.9642507359	0.1482449782
745	0.9644607472	0.1479470199
746	0.9644607472	0.147844038
747	0.9645153977	0.1476698616
748	0.9643600176	0.1475333252
749	0.9645153977	0.1474043811
750	0.9644693241	0.1472731561
751	0.9645153977	0.1470783611
752	0.9647887434	0.1469249358
753	0.9651082454	0.146737211
754	0.9651629583	0.1466007607
755	0.965263653	0.1464303432
756	0.9651082454	0.1462154335
757	0.9651629583	0.146112223
758	0.9653183725	0.1459772779
759	0.965364328	0.1458606182
760	0.9654190479	0.1456485149
761	0.965473774	0.1454272132
762	0.9656839017	0.1452782199
763	0.9656927404	0.1451749322
764	0.9657933982	0.1450223243
765	0.9657933982	0.1448469394
766	0.9658481557	0.1447459652
767	0.9659576893	0.1445743681
768	0.9661220364	0.1442815018
769	0.9663870809	0.14414034
770	0.9662226768	0.1439137866
771	0.9671092944	0.1435245817
772	0.9674200145	0.1433512302
773	0.9675753556	0.1432142884
774	0.9673743612	0.1431203877
775	0.9674748682	0.1429557141
776	0.9675845942	0.1428627491
777	0.9675845942	0.1425688792
778	0.9679595081	0.1423756964
779	0.9679595081	0.1422924521
780	0.9680599784	0.1421123624
781	0.9680599784	0.1420052417
782	0.9681148826	0.1418652604
783	0.9682247097	0.1416630059
784	0.9683251615	0.141488685
785	0.9684899499	0.1413337424
786	0.9686547943	0.1411945241
787	0.9687647218	0.1410207332
788	0.9687097549	0.1408476171
789	0.9688746742	0.1406845127
790	0.9689296598	0.1405118649
791	0.9689846516	0.1403814104
792	0.9691400865	0.140265063
793	0.9691950911	0.1400651992
794	0.9691855049	0.1399170924
795	0.9692859022	0.1398075689
796	0.9692859022	0.139738455
797	0.9693409013	0.1395775119
798	0.9693409013	0.1393978756
799	0.969505936	0.1392234107
800	0.9695609601	0.1390159407
801	0.9695609601	0.1388959064
802	0.9697163701	0.1387624416
803	0.969771407	0.138538523
804	0.9697616994	0.1384423221
805	0.9701372587	0.1382712008
806	0.9701274742	0.1381060616
807	0.9702473901	0.1379693373
808	0.9703477132	0.1378682889
809	0.9704027885	0.1377523565
810	0.9705680522	0.1375869592
811	0.9706683571	0.1374538857
812	0.9707785647	0.1373505532
813	0.9707785647	0.1372343946
814	0.9707785647	0.1371001624
815	0.9708887975	0.1369716629
816	0.9708887975	0.136825587
817	0.971264777	0.1366370334
818	0.971264777	0.136534814
819	0.9714854441	0.1363133508
820	0.9714302679	0.1362030604
821	0.9714302679	0.1360753564
822	0.9714302679	0.1359420264
823	0.9714854441	0.1358063093
824	0.9715406266	0.1356836607
825	0.9716510103	0.1355300426
826	0.9718166329	0.1353576884
827	0.9718166329	0.135221146
828	0.971972125	0.1351485644
829	0.9718718529	0.1349684513
830	0.971972125	0.1348296088
831	0.9718718529	0.1346484536
832	0.9720171569	0.1345343449
833	0.9721828378	0.1343260941
834	0.9721828378	0.1341925266
835	0.9722830714	0.1340648042
836	0.9725040684	0.1339039264
837	0.9727700983	0.1337132764
838	0.9727148205	0.1335528157
839	0.9727148205	0.1334150721
840	0.9727700983	0.1333297238
841	0.9730465817	0.1332586029
842	0.9731018972	0.1331508491
843	0.9731018972	0.1329704663
844	0.9731018972	0.1328499721
845	0.9731018972	0.1327437802
846	0.9734129257	0.1326229489
847	0.9737792516	0.1325166875
848	0.9738346061	0.132432
849	0.9738557819	0.1322820374
850	0.9738557819	0.1321352558
851	0.9739111672	0.1319997503
852	0.9738004028	0.1318295515
853	0.9739665589	0.1316624239
854	0.9742776684	0.1315548201
855	0.9743330795	0.1314462753
856	0.9742222636	0.1313618479
857	0.9742329354	0.1312576796
858	0.9743330795	0.1311330689
859	0.9746995821	0.1309366207
860	0.9746441515	0.1307044002
861	0.9747550191	0.130482449
862	0.9748104623	0.1303119297
863	0.9745994762	0.1302247139
864	0.9747550191	0.1301194259
865	0.9746549129	0.1299876571
866	0.9745994762	0.129903766
867	0.9748104623	0.1297394155
868	0.9748104623	0.129611375
869	0.9749321907	0.1294254742
870	0.975087773	0.1292576904
871	0.9751432541	0.1291310704
872	0.975087773	0.128964291
873	0.9753543244	0.1288253122
874	0.9753097353	0.1285925327
875	0.9754098247	0.1284641704
876	0.9756209147	0.1283158344
877	0.9756209147	0.1281903709
878	0.9755208442	0.1280908512
879	0.9757209655	0.1279523178
880	0.9759986277	0.1278447516
881	0.9759430826	0.1277492992
882	0.9764320653	0.1275729882
883	0.9765988531	0.1274331538
