iter	F1	Logloss
884	0.9766988686	0.1273401389
885	0.9767544775	0.1272214962
886	0.9770100661	0.1270294422
887	0.976965711	0.1268734913
888	0.976965711	0.1267662082
889	0.9771326144	0.1266085262
890	0.9771326144	0.1264575654
891	0.9771882615	0.1261998341
892	0.9771326144	0.1261104396
893	0.9771882615	0.1258475208
894	0.9775551793	0.1256426436
895	0.9777222174	0.1255223013
896	0.9777222174	0.1253789496
897	0.9777336472	0.1252059333
898	0.9777336472	0.1250922349
899	0.9777893517	0.1250068739
900	0.9778893125	0.1248661686
901	0.9779450236	0.124734685
902	0.9780449652	0.1245547341
903	0.9782121372	0.1244352437
904	0.978323617	0.1242777075
905	0.978267874	0.124170068
906	0.9782121372	0.1240443582
907	0.978323617	0.1239169308
908	0.9783793665	0.1238111284
909	0.9786465771	0.1235477677
910	0.9787023521	0.1234519919
911	0.9785908083	0.1233118497
912	0.978802257	0.1231970673
913	0.978802257	0.1230994216
914	0.9787581336	0.1230026207
915	0.9788139214	0.1228143621
916	0.9788697155	0.1226990584
917	0.9789255161	0.1225937007
918	0.9788697155	0.1224068847
919	0.9788697155	0.1223237353
920	0.9789255161	0.1221515227
921	0.9789813229	0.1220389724
922	0.9789813229	0.1219522404
923	0.9792046141	0.1217031465
924	0.9793721494	0.121548826
925	0.9794280072	0.1213667095
926	0.9794162054	0.1211436649
927	0.9794162054	0.1210149148
928	0.9796836681	0.120869602
929	0.9796836681	0.1207721857
930	0.9798513003	0.1205528694
931	0.9797954165	0.1203889527
932	0.9798513003	0.1202453965
933	0.9799071904	0.1200992945
934	0.9800070604	0.1199433667
935	0.9800629571	0.119814157
936	0.9800070604	0.1197444479
937	0.9802187111	0.1195489126
938	0.9803864594	0.119366808
939	0.9803864594	0.1193010823
940	0.9804983235	0.1191957911
941	0.9805542651	0.1191242136
942	0.9804983235	0.1189833781
943	0.9804983235	0.1188617384
944	0.9806102131	0.1186359375
945	0.9806661675	0.1185181062
946	0.9807100459	0.1184122782
947	0.9807100459	0.1183295664
948	0.9809898828	0.1181839813
949	0.9810458693	0.1179833932
950	0.9811456839	0.1178773244
951	0.9811456839	0.1177231358
952	0.9813452543	0.1176172104
953	0.9813452543	0.1174705917
954	0.9813890228	0.1173355205
955	0.981501004	0.1171312381
956	0.981501004	0.1170308102
957	0.981501004	0.1168975801
958	0.9815447466	0.1167942788
959	0.9815447466	0.1166265486
960	0.981501004	0.1165280494
961	0.9815570041	0.1164364393
962	0.981725043	0.1162449094
963	0.9817127477	0.1160261815
964	0.9817687608	0.1159488578
965	0.9821173574	0.1157652383
966	0.9821610319	0.1156214836
967	0.9822170962	0.1155010407
968	0.9820612933	0.1152642189
969	0.9824289637	0.1150877396
970	0.9822295048	0.114971627
971	0.9823853276	0.1147782768
972	0.9822855882	0.1146323906
973	0.982329244	0.1144892742
974	0.982329244	0.1144161221
975	0.9823853276	0.1142835574
976	0.9824414175	0.11420917
977	0.9824975138	0.1140367186
978	0.9824975138	0.1139010751
979	0.9825536165	0.1137448664
980	0.9824975138	0.1136166698
981	0.9828091474	0.1135203024
982	0.9829088289	0.1133286624
983	0.9830520233	0.1132524782
984	0.983008491	0.1131062029
985	0.9829088289	0.1129879206
986	0.983008491	0.1128474526
987	0.983008491	0.1126861701
988	0.9829649451	0.112611879
989	0.9830210676	0.1125520288
990	0.9830646073	0.1124671669
991	0.9831768591	0.1124073226
992	0.9833761257	0.1122210274
993	0.9835318658	0.112105632
994	0.9835880083	0.1120342827
995	0.9836007078	0.1119134435
996	0.9837130374	0.1118294263
997	0.9837564743	0.1116667559
998	0.9837130374	0.111551832
999	0.9838126425	0.1114722383
1000	0.9838560597	0.1113908727
1001	0.9839122281	0.1112902615
1002	0.9839122281	0.1111705097
1003	0.9840117941	0.1110897094
1004	0.9841241504	0.1110139346
1005	0.9842236973	0.1108247708
1006	0.9842927329	0.1106979052
1007	0.9844484876	0.1106184243
1008	0.9844484876	0.1104232948
1009	0.9845047012	0.110179814
1010	0.9846171477	0.1099748682
1011	0.9846171477	0.1099283482
1012	0.9847166763	0.1097303647
1013	0.9849979057	0.1095692777
1014	0.985153681	0.1094766886
1015	0.985153681	0.109379085
1016	0.985153681	0.109274083
1017	0.9850411568	0.1091652014
1018	0.9853225156	0.1089874686
1019	0.9853225156	0.1088319488
1020	0.9852099528	0.1087554394
1021	0.9854220067	0.1086395687
1022	0.9854220067	0.1085457385
1023	0.9854220067	0.1084581539
1024	0.9854220067	0.1083398272
1025	0.9854220067	0.1081647472
1026	0.9857898243	0.1079044778
1027	0.9857898243	0.107691484
1028	0.9857466824	0.1075458485
1029	0.9857466824	0.1074362634
1030	0.9858029995	0.1072213311
1031	0.9859455684	0.1070527313
1032	0.9859455684	0.1069325946
1033	0.9861277858	0.1066993927
1034	0.986552072	0.1064466593
1035	0.9863399255	0.1063107151
1036	0.9864526569	0.1062118818
1037	0.9865654141	0.1061305103
1038	0.9863665248	0.1060310707
1039	0.9865223673	0.1059580752
1040	0.9865654141	0.105866955
1041	0.9866218024	0.1057175588
1042	0.9864659792	0.1056062012
1043	0.9867776128	0.1054961162
1044	0.9866218024	0.1054187945
1045	0.9866781971	0.1053215918
1046	0.9869602674	0.1051827436
1047	0.9869602674	0.1050444364
1048	0.9870731406	0.1048976481
1049	0.9869737044	0.1047724323
1050	0.9869172647	0.1045798883
1051	0.9871860397	0.1043902706
1052	0.9871430623	0.1042342516
1053	0.9873554368	0.1041326249
1054	0.9875678182	0.1039361376
1055	0.9876243099	0.1038612444
1056	0.987524892	0.1037983785
1057	0.987524892	0.1037459232
1058	0.98758139	0.1036015673
1059	0.9876243099	0.1034730797
1060	0.9876808081	0.1034085691
1061	0.9876808081	0.1032876792
1062	0.9877373127	0.103094647
1063	0.9878367113	0.1029980316
1064	0.9877802066	0.1028620867
1065	0.9877237083	0.1027832712
1066	0.9878932225	0.102666193
1067	0.9878932225	0.1025824931
1068	0.9879068653	0.1024243268
1069	0.9880062643	0.1023057307
1070	0.9880627949	0.1022081047
1071	0.9879068653	0.1021130318
1072	0.9879497402	0.1020224722
1073	0.9879497402	0.1019342989
1074	0.988119332	0.101869472
1075	0.9881758755	0.1017254951
1076	0.9883318056	0.1015721322
1077	0.9882752555	0.1014940641
1078	0.9882324256	0.1013822706
1079	0.9885014949	0.1012367441
1080	0.9885014949	0.1011447841
1081	0.988558071	0.1009465647
1082	0.9887706038	0.1007985477
1083	0.9887706038	0.1007287764
1084	0.9887706038	0.100646678
1085	0.9888699456	0.1005392334
1086	0.9888699456	0.1004783803
1087	0.9888699456	0.1004377425
1088	0.9889265413	0.1003380353
1089	0.9890397522	0.1002387344
1090	0.9890963674	0.1001273248
1091	0.989152989	0.09993980187
1092	0.989152989	0.09989281424
1093	0.9890963674	0.09984447856
1094	0.989152989	0.09973520363
1095	0.9892096171	0.09961872777
1096	0.9892096171	0.09951240772
1097	0.9892096171	0.09937616889
1098	0.9892662518	0.09925333451
1099	0.9893795405	0.09915239985
1100	0.9893228929	0.09907458135
1101	0.9894788638	0.09888477478
1102	0.9894788638	0.09878249958
1103	0.989535518	0.09867287535
1104	0.9895921787	0.09851006636
1105	0.9895921787	0.09844787838
1106	0.9897055195	0.09830568567
1107	0.9898188864	0.09813150816
1108	0.9898188864	0.09805707859
1109	0.9898188864	0.09799565526
1110	0.9898188864	0.09790039874
1111	0.9897621997	0.09770057995
1112	0.9898188864	0.09757050511
1113	0.9898188864	0.09748591889
1114	0.9898755795	0.09739528219
1115	0.9899889853	0.09729276788
1116	0.9899322791	0.0972002678
1117	0.9900456979	0.0970769147
1118	0.9900456979	0.09698288455
1119	0.9900456979	0.09688410173
1120	0.990102417	0.09672623348
1121	0.990102417	0.09658119855
1122	0.990102417	0.0964748842
1123	0.9901591426	0.09642611644
1124	0.9901591426	0.09634760951
1125	0.9901591426	0.0962391277
1126	0.9901591426	0.09611090019
1127	0.9901591426	0.09600754481
1128	0.9901591426	0.09588683593
1129	0.9901591426	0.09577412049
1130	0.9901591426	0.09561217565
1131	0.9901591426	0.09553213759
1132	0.9902158748	0.09542548434
1133	0.9901591426	0.09524588868
1134	0.9902726134	0.09515074226
1135	0.9902726134	0.0950826316
1136	0.9902158748	0.09484880976
1137	0.9902158748	0.09472909718
1138	0.9902158748	0.09469120117
1139	0.9902158748	0.09458240001
1140	0.9902726134	0.09450943763
1141	0.9903861102	0.09438059147
1142	0.990499633	0.09418262863
1143	0.990499633	0.09409052429
1144	0.990499633	0.09396625356
1145	0.9905564041	0.09375784766
1146	0.9905564041	0.09365868141
1147	0.9906557101	0.09358528996
1148	0.9906557101	0.09350345426
1149	0.9907124878	0.09334585606
1150	0.9906557101	0.09328175856
1151	0.9906557101	0.09318182639
1152	0.9907124878	0.09309635776
1153	0.9907124878	0.09300343027
1154	0.9907124878	0.09293417495
1155	0.9907692721	0.09284969468
1156	0.9907692721	0.09277954398
1157	0.9907124878	0.09265096251
1158	0.9907692721	0.09258257164
1159	0.9908828602	0.09247554715
1160	0.9908260629	0.09241673881
1161	0.9908260629	0.09231630622
1162	0.990939664	0.09222397025
1163	0.990939664	0.09215574335
1164	0.990939664	0.09207957804
1165	0.9909964743	0.09195847645
1166	0.9908828602	0.09187573563
1167	0.9908828602	0.0917947959
1168	0.990939664	0.0917172498
1169	0.9909964743	0.09156362852
1170	0.9910532912	0.09138665236
1171	0.9910532912	0.0912799847
1172	0.9910532912	0.09114518076
1173	0.9911101145	0.09101120057
1174	0.9912237808	0.090841936
1175	0.9912237808	0.09075474194
1176	0.9912806237	0.09058397299
1177	0.9912806237	0.09048729405
1178	0.9913374731	0.09039954053
1179	0.991394329	0.09029563201
1180	0.991394329	0.09023009975
1181	0.991394329	0.09010044496
1182	0.991394329	0.09004227341
1183	0.991394329	0.08992176215
1184	0.9914511915	0.08981653349
1185	0.9914511915	0.08974752831
1186	0.9914511915	0.0896366057
1187	0.991564936	0.08950297997
1188	0.9915080605	0.08942589084
1189	0.991564936	0.08927150364
1190	0.991621818	0.08912050578
1191	0.991564936	0.08905509671
1192	0.9916787066	0.08896124622
1193	0.9917356017	0.08882770368
1194	0.9917356017	0.08877268776
1195	0.9917356017	0.08870420757
1196	0.9918494115	0.08856084782
1197	0.9919063262	0.08847409072
1198	0.9918494115	0.08841506084
1199	0.9919063262	0.088342544
1200	0.9919063262	0.08825384361
1201	0.9918494115	0.08818589806
1202	0.9919063262	0.08808416893
1203	0.9920201751	0.08795577786
1204	0.992062536	0.08782144059
1205	0.992062536	0.08775028186
1206	0.9921194639	0.08759237602
1207	0.9921763983	0.08751764322
1208	0.9924318584	0.08740064364
1209	0.992488806	0.08729763343
1210	0.992488806	0.08725839243
1211	0.9925457601	0.08716826119
1212	0.992659688	0.08701310928
1213	0.992659688	0.08692231966
1214	0.9928728729	0.08680794315
1215	0.9928728729	0.08674605466
1216	0.9927736421	0.08663267455
1217	0.992830629	0.0865602822
1218	0.9928876224	0.08648538858
1219	0.9929446223	0.08635723132
1220	0.9929446223	0.08626938623
1221	0.9930016288	0.08618167867
1222	0.9930016288	0.08603045819
1223	0.9930016288	0.0859785561
1224	0.9930016288	0.0858958614
1225	0.9931008599	0.08581107744
1226	0.9931008599	0.08568462358
1227	0.9931008599	0.08561725903
1228	0.9931008599	0.08554552952
1229	0.9932000714	0.0854727201
1230	0.9932992634	0.08540120314
1231	0.9932992634	0.08526005351
1232	0.9932992634	0.08512028549
1233	0.9932992634	0.08505235586
1234	0.9932000714	0.08494997468
1235	0.9933984358	0.08482407629
1236	0.9934554492	0.08473458446
1237	0.9934554492	0.08466413428
1238	0.9934554492	0.08461828346
1239	0.9934554492	0.08453049389
1240	0.9934554492	0.08446153736
1241	0.9933562766	0.08439626938
1242	0.9933562766	0.08426468519
1243	0.9934132964	0.08420030767
1244	0.9934132964	0.08412114621
1245	0.9934554492	0.08405309971
1246	0.9935694955	0.08394298617
1247	0.9934703228	0.08388661587
1248	0.9936414411	0.08381713255
1249	0.9936414411	0.08375771829
1250	0.9937555528	0.08367745657
1251	0.9938547258	0.08359776722
1252	0.9939538793	0.08349041658
1253	0.9940109451	0.08343448715
1254	0.9938547258	0.08330127513
1255	0.994083028	0.08315164523
1256	0.99414012	0.08308305767
1257	0.9942392738	0.08297026645
1258	0.9941250963	0.08287830638
1259	0.9941821818	0.0828269778
1260	0.9941821818	0.08276143578
1261	0.9942392738	0.08272132412
1262	0.9942392738	0.08258749857
1263	0.9942963723	0.08246796007
1264	0.9943534775	0.08238778402
1265	0.9942963723	0.08228689201
1266	0.9942963723	0.08223320361
1267	0.9943534775	0.08215770264
1268	0.9944105891	0.08202640698
1269	0.9944677074	0.08193924775
1270	0.9945819636	0.08188207479
1271	0.9946391015	0.08180083421
1272	0.9946391015	0.08172020454
1273	0.9945248322	0.08162636708
1274	0.9946810982	0.08151577256
1275	0.9947382362	0.08143064531
1276	0.9949096896	0.08125586413
1277	0.9949668538	0.08118658098
1278	0.9949668538	0.08113145887
1279	0.9949668538	0.08104616592
1280	0.9949668538	0.08096009125
1281	0.9949668538	0.08089607636
1282	0.9949668538	0.08075816378
1283	0.9949096896	0.08067213186
1284	0.9949668538	0.08062100458
1285	0.9950240247	0.08044705056
1286	0.9950240247	0.08037509214
1287	0.9950240247	0.08024346687
1288	0.9950240247	0.08017914753
1289	0.995138386	0.08006954864
1290	0.9950812021	0.08000094398
1291	0.995138386	0.07988269055
1292	0.9951955766	0.07980380024
1293	0.995138386	0.07973046728
1294	0.995138386	0.0795872141
1295	0.9951955766	0.07952501442
1296	0.9951955766	0.0794281608
1297	0.9951955766	0.07935584687
1298	0.9952527737	0.0792774554
1299	0.9952527737	0.07920827482
1300	0.9952527737	0.07915741464
1301	0.9952527737	0.07908902107
1302	0.9952527737	0.07901036387
1303	0.9952527737	0.07887288622
1304	0.9953099774	0.07880659495
1305	0.9953099774	0.07869967108
1306	0.9953671877	0.07859851901
1307	0.9953671877	0.0784602311
1308	0.9953099774	0.07835310529
1309	0.9953671877	0.07829231493
1310	0.9953099774	0.07821392397
1311	0.9954244045	0.0781272166
1312	0.9953671877	0.07803814309
1313	0.9953671877	0.07797729944
1314	0.9954244045	0.07788031085
1315	0.9954244045	0.07784652773
1316	0.9954244045	0.07777364285
1317	0.9954244045	0.07770725575
1318	0.9954816279	0.07761928937
1319	0.9954816279	0.07754150184
1320	0.9954816279	0.07747005428
1321	0.9954816279	0.07736560853
1322	0.9954816279	0.07728988798
1323	0.9955388579	0.07725701934
1324	0.9955388579	0.07719401495
1325	0.9955388579	0.0771199533
1326	0.9955388579	0.07701883588
1327	0.9955388579	0.07691684721
1328	0.9955388579	0.07683972101
1329	0.9955960945	0.07674046327
1330	0.9955960945	0.07667904233
1331	0.9956533377	0.07655437211
1332	0.9956533377	0.07645953706
1333	0.9956533377	0.07638142911
1334	0.9956533377	0.07629669668
1335	0.9956533377	0.07623964252
1336	0.9956533377	0.07618351833
1337	0.9957524537	0.0760768202
1338	0.9957105875	0.07601660045
1339	0.9958669599	0.07593877404
1340	0.9958669599	0.07587129973
1341	0.9958669599	0.07582265123
1342	0.9958669599	0.0757637856
1343	0.9958669599	0.07568707965
1344	0.9958669599	0.07556999347
1345	0.9958669599	0.07550818344
1346	0.9958669599	0.07538586081
1347	0.9959242229	0.07529560132
1348	0.9959242229	0.07523647793
1349	0.9959242229	0.07519138699
1350	0.9958251067	0.07515778908
1351	0.9957678438	0.07509455934
1352	0.9959242229	0.07501255006
1353	0.9958251067	0.07493171195
1354	0.9958251067	0.07489702751
1355	0.9958251067	0.07483084817
1356	0.9958251067	0.07476050169
1357	0.9958251067	0.07470652334
1358	0.9958251067	0.07463134608
1359	0.9959242229	0.07459142601
1360	0.9959814924	0.07453987958
1361	0.9959814924	0.07448498962
1362	0.9959814924	0.07433611126
1363	0.9959814924	0.07426706916
1364	0.9959814924	0.07419798333
1365	0.9959814924	0.07412803648
1366	0.9959814924	0.07407687134
1367	0.9960387686	0.0739958021
1368	0.9960387686	0.07392126568
1369	0.9960387686	0.07382958074
1370	0.9960387686	0.07378595674
1371	0.9960387686	0.07372809603
1372	0.9961378653	0.07360567347
1373	0.9961378653	0.07352841731
1374	0.9962369424	0.07347549276
1375	0.9962369424	0.07341275704
1376	0.9962942252	0.0733417633
1377	0.9963515146	0.07328631815
1378	0.9963515146	0.07322623529
1379	0.9963515146	0.07313991949
1380	0.9963515146	0.07305913468
1381	0.9964088106	0.07301711003
1382	0.9964661132	0.0729475814
1383	0.9964661132	0.07290753424
1384	0.9964661132	0.07285334746
1385	0.9965234223	0.07275619893
1386	0.9963515146	0.07269151966
1387	0.9964088106	0.07263116503
1388	0.9965078683	0.07258816407
1389	0.9965078683	0.07255189307
1390	0.9965651709	0.07246293993
1391	0.9966797959	0.07238265666
1392	0.9966797959	0.07230495381
1393	0.9966224801	0.07224856859
1394	0.9965651709	0.07219821006
1395	0.9966224801	0.07212975637
1396	0.9966224801	0.07197609396
1397	0.9966797959	0.07189478643
1398	0.9967371183	0.07184624749
1399	0.9966224801	0.07177132394
1400	0.9966224801	0.07168010897
1401	0.9967371183	0.07159874862
1402	0.9966797959	0.07149645741
1403	0.9967371183	0.07138608863
1404	0.9968361566	0.07133061685
1405	0.9968934856	0.07123059683
1406	0.9968934856	0.07113945958
1407	0.9968934856	0.07105644365
1408	0.9968934856	0.0709963443
1409	0.9968934856	0.07090557891
1410	0.9968934856	0.07085824329
1411	0.9968934856	0.07074203612
1412	0.9968934856	0.07063553432
1413	0.9968934856	0.0705807957
1414	0.9968934856	0.07049830738
1415	0.9968934856	0.07044068173
1416	0.9968934856	0.0703966711
1417	0.9968934856	0.07033563067
1418	0.9968934856	0.07030260572
1419	0.9968934856	0.07022746899
1420	0.9969508213	0.07016116784
1421	0.9969508213	0.07009404534
1422	0.9969508213	0.0699860465
1423	0.9969508213	0.06991505458
1424	0.9969508213	0.06982528813
1425	0.9970081635	0.06973296998
1426	0.9969508213	0.0696742664
1427	0.9969508213	0.0695929992
1428	0.9969508213	0.0694553144
1429	0.9969508213	0.06940617567
1430	0.9970081635	0.06931689363
1431	0.9970081635	0.06924718381
1432	0.9970081635	0.0691095894
1433	0.9970081635	0.06905117418
1434	0.9970081635	0.06901274532
1435	0.9970081635	0.06896147329
1436	0.9970081635	0.06889433446
1437	0.9970081635	0.06878978291
1438	0.9970081635	0.06864634812
1439	0.9970081635	0.06861464392
1440	0.9970655123	0.06855185028
1441	0.9970081635	0.06846582095
1442	0.9970655123	0.06838791711
1443	0.9970655123	0.06832600864
1444	0.9970655123	0.06829539758
1445	0.9970655123	0.06825503726
1446	0.9970655123	0.06812283871
1447	0.9970655123	0.06802141881
1448	0.9970655123	0.06797178751
1449	0.9970655123	0.06787817092
1450	0.9970655123	0.0678256098
1451	0.9970655123	0.06775675274
1452	0.9972218866	0.06767417303
1453	0.9972218866	0.06756852676
1454	0.997320886	0.06746529916
1455	0.997320886	0.06738722092
1456	0.997378248	0.06730788058
1457	0.997378248	0.06726664458
1458	0.997378248	0.06717823038
1459	0.997378248	0.06711041207
1460	0.9974356167	0.06706504834
1461	0.997378248	0.06693973433
1462	0.997378248	0.06689968356
1463	0.997378248	0.06682896773
1464	0.997378248	0.06674404303
1465	0.9974356167	0.06669007295
1466	0.9974356167	0.06664382432
1467	0.9974356167	0.06651359829
1468	0.9974356167	0.06642882766
1469	0.9974356167	0.06637898154
1470	0.9974356167	0.06634066143
1471	0.9974356167	0.06628835442
1472	0.997492992	0.06618988558
1473	0.997492992	0.06612233754
1474	0.997492992	0.0660625298
1475	0.9976077623	0.06599600235
1476	0.9976077623	0.06590972315
1477	0.9977067423	0.06581756627
1478	0.9977067423	0.06573460507
1479	0.9977641374	0.06570706955
1480	0.9977641374	0.06565428626
1481	0.9976651574	0.06559209419
1482	0.9978215391	0.06554291464
1483	0.9978215391	0.06551317013
1484	0.9978215391	0.06543867388
1485	0.9977225591	0.06537672184
1486	0.9977641374	0.06526160438
1487	0.9977641374	0.06521444025
1488	0.9977641374	0.06514291107
1489	0.9977641374	0.06508156176
1490	0.9977641374	0.06504309384
1491	0.9977641374	0.06500231691
1492	0.9978215391	0.06494635994
1493	0.9978215391	0.06485896538
1494	0.9978215391	0.06478850542
1495	0.9977641374	0.06471299856
1496	0.9978215391	0.06466068334
1497	0.9978215391	0.06461830046
1498	0.9978215391	0.06457649762
1499	0.9978215391	0.0645227725
1500	0.9978789474	0.06443818187
1501	0.9979363623	0.06439896724
1502	0.9979363623	0.06429743058
1503	0.9979363623	0.06420325183
1504	0.9979363623	0.06412961164
1505	0.9979363623	0.06406813495
1506	0.9979363623	0.06401551217
1507	0.9979363623	0.0639493919
1508	0.9979363623	0.06390219295
1509	0.9979363623	0.06383831275
1510	0.9979363623	0.06381111649
1511	0.9979363623	0.06376448075
1512	0.9979363623	0.06370529801
1513	0.9979363623	0.06366172481
1514	0.9979363623	0.06360377645
1515	0.9979363623	0.06354930305
1516	0.9979363623	0.06350200224
1517	0.9979937839	0.06341355718
1518	0.998051212	0.06333826923
1519	0.9979937839	0.06324209187
1520	0.998051212	0.06315451517
1521	0.998051212	0.06309899804
1522	0.998051212	0.0630310688
1523	0.998051212	0.06300281752
1524	0.998051212	0.06294633089
1525	0.998051212	0.06288823177
1526	0.998051212	0.06285157784
1527	0.998051212	0.062793952
1528	0.9981086467	0.06272912941
1529	0.998051212	0.06265028321
1530	0.998051212	0.06257116612
1531	0.998051212	0.06250471735
1532	0.998051212	0.06246377181
1533	0.998051212	0.06237276401
1534	0.9981086467	0.06230856343
1535	0.9981086467	0.06226808684
1536	0.9981086467	0.06222811842
1537	0.9981660881	0.06216917369
1538	0.9981086467	0.06212529435
1539	0.9981086467	0.06208183611
1540	0.9981660881	0.06203761243
1541	0.9981660881	0.0619843756
1542	0.9981660881	0.06195515176
1543	0.9981660881	0.06190794286
1544	0.9981660881	0.06184578502
1545	0.9981660881	0.06172463393
1546	0.9981660881	0.0616725091
1547	0.9982235361	0.06161343134
1548	0.9981660881	0.06156096246
1549	0.9981086467	0.06151002592
1550	0.9981086467	0.06147750879
1551	0.9981660881	0.06142287291
1552	0.9982809907	0.06133947929
1553	0.9983384518	0.06127828209
1554	0.9983384518	0.06125054482
1555	0.9983384518	0.06120416844
1556	0.9983384518	0.0611517878
1557	0.9983384518	0.06111359226
1558	0.9983959197	0.06107472776
1559	0.9984533941	0.06102222496
1560	0.9985108751	0.06092987465
1561	0.9985108751	0.06090314967
1562	0.9985108751	0.06082507037
1563	0.9985108751	0.06078948758
1564	0.9985108751	0.06073711759
1565	0.9985108751	0.06068643804
1566	0.9985108751	0.06060660193
1567	0.9985108751	0.06056376236
1568	0.9985108751	0.06050893647
1569	0.9985108751	0.06046434894
1570	0.9985108751	0.0604317211
1571	0.9985108751	0.06038721089
1572	0.9985108751	0.06033769499
1573	0.9985683628	0.06030141845
1574	0.9985683628	0.06024080362
1575	0.9985683628	0.06017647823
1576	0.9985683628	0.06011866305
1577	0.9986258571	0.0600832645
1578	0.9985683628	0.05999378226
1579	0.998683358	0.05988738495
1580	0.998683358	0.05979308137
1581	0.998683358	0.05969825715
1582	0.998683358	0.05963288372
1583	0.998683358	0.05956490504
1584	0.9986258571	0.05949942818
1585	0.9986258571	0.05945205704
1586	0.998683358	0.05938895711
1587	0.998683358	0.0593329379
1588	0.998683358	0.05926286225
1589	0.9986258571	0.0592258412
1590	0.9986258571	0.05914180485
1591	0.998683358	0.05908261744
1592	0.998683358	0.05904310361
1593	0.9986258571	0.05897050209
1594	0.9987983797	0.05889502211
1595	0.9987983797	0.0588459368
1596	0.9987408655	0.05878870612
1597	0.9988559004	0.05875666531
1598	0.9988559004	0.05868600605
1599	0.9987983797	0.0586274034
1600	0.9988559004	0.05857809366
1601	0.9988559004	0.05855141225
1602	0.9988559004	0.05849946833
1603	0.9988559004	0.05847562528
1604	0.9988559004	0.05841174045
1605	0.9988559004	0.05837359847
1606	0.9988559004	0.05832125723
1607	0.9988559004	0.05827533617
1608	0.9988559004	0.05820178631
1609	0.9988559004	0.05814641307
1610	0.9988559004	0.05810045547
1611	0.9988559004	0.05802031043
1612	0.9988559004	0.05794573571
1613	0.9988559004	0.05790082052
1614	0.9988559004	0.0578376605
1615	0.9988559004	0.05781247882
1616	0.9988559004	0.05774513222
1617	0.9988559004	0.05766877534
1618	0.9988559004	0.05756189248
1619	0.9988559004	0.05748947812
1620	0.9988559004	0.05740352407
1621	0.9988559004	0.0573296774
1622	0.9988559004	0.05725282949
1623	0.9988559004	0.05719388353
1624	0.9988559004	0.05712253729
1625	0.9988559004	0.05707217249
1626	0.9988559004	0.05704822997
1627	0.9989134278	0.05698320564
1628	0.9989709619	0.05692363221
1629	0.9989709619	0.056856406
1630	0.9989709619	0.05681485967
1631	0.9989709619	0.05675834292
1632	0.9989709619	0.05670583759
1633	0.9989709619	0.05664264642
1634	0.9989709619	0.05658369245
1635	0.9989709619	0.0565579484
1636	0.9989709619	0.0564955186
1637	0.9989709619	0.05644264354
1638	0.9989709619	0.05637512625
1639	0.9989709619	0.05629540891
1640	0.9989709619	0.05625083832
1641	0.9989709619	0.05619710413
1642	0.9990285025	0.0561485861
1643	0.9990285025	0.05603476282
1644	0.9991274633	0.05596665871
1645	0.9990285025	0.05590986002
1646	0.9991274633	0.05585767075
1647	0.9991274633	0.05581621974
1648	0.9990285025	0.05578504421
1649	0.9990285025	0.05572756664
1650	0.9991274633	0.05565472803
1651	0.9991274633	0.05561301311
1652	0.9991274633	0.05553177315
1653	0.9991274633	0.05549409437
1654	0.9991274633	0.05545743515
1655	0.9991274633	0.05538210571
1656	0.9991274633	0.05533368255
1657	0.9991274633	0.0552567789
1658	0.9991274633	0.05519007133
1659	0.9991274633	0.05514116778
1660	0.9991274633	0.05507585659
1661	0.9991274633	0.05502522821
1662	0.9991274633	0.05498049357
1663	0.9991274633	0.05494159484
1664	0.9991274633	0.05487494534
1665	0.9991274633	0.05484796628
1666	0.9992839519	0.05477859345
1667	0.9992839519	0.05472293029
1668	0.9992839519	0.05468816486
1669	0.9992839519	0.05464097947
1670	0.9992839519	0.05460424319
1671	0.9992839519	0.05457688917
1672	0.9992839519	0.05452838829
1673	0.9992839519	0.05445579724
1674	0.9993990664	0.05442909832
1675	0.9993990664	0.0543928506
1676	0.9993990664	0.05434120364
1677	0.9993990664	0.05427624748
1678	0.9993990664	0.05420037871
1679	0.9993990664	0.05416835023
1680	0.9993990664	0.05414776453
1681	0.9993990664	0.05409148854
1682	0.9993990664	0.05401534425
1683	0.9993990664	0.05395807175
1684	0.9993990664	0.05393142495
1685	0.9993990664	0.05389759603
1686	0.9994566336	0.05385142767
1687	0.9993990664	0.05380406954
1688	0.9994566336	0.05377336644
1689	0.9994566336	0.05373683202
1690	0.9994566336	0.05368389668
1691	0.9994566336	0.05364531758
1692	0.9994566336	0.05358008904
1693	0.9994566336	0.05354117467
1694	0.9994566336	0.05349121303
1695	0.9994566336	0.05341333584
1696	0.9994566336	0.0533926037
1697	0.9994566336	0.05334334118
1698	0.9994566336	0.0533174266
1699	0.9994566336	0.05325971055
1700	0.9994566336	0.0532199028
1701	0.9994566336	0.05315084514
1702	0.9994566336	0.05311958434
1703	0.9994566336	0.05307855087
1704	0.9994566336	0.05303017905
1705	0.9994566336	0.05299634954
1706	0.9994566336	0.05296776254
1707	0.9994566336	0.05292723651
1708	0.9994566336	0.05289605873
1709	0.9994566336	0.05286499853
1710	0.9995142074	0.05283978182
1711	0.9995717879	0.0527908569
1712	0.9995717879	0.0527247061
1713	0.9995717879	0.05268042212
1714	0.9995717879	0.05265412342
1715	0.9995717879	0.05259003481
1716	0.9995717879	0.05255369404
1717	0.9995717879	0.05252427043
1718	0.9995717879	0.05247470956
1719	0.9995717879	0.05243362276
